pid,"source","alias","language"
3799,"node/2995","content/david-levi-grammatica-ragionata-italiana-ed-ebraica-con-trattato-ed-esempj-di-poesia","und"
3800,"node/2996","content/giuseppe-lazzaro-morpurgo-grammatica-ragionata-italiana-ed-ebraica-con-trattato-ed-esempj-di","und"
3801,"node/2997","content/isaia-norsa-grammatica-ragionata-italiana-ed-ebraica-con-trattato-ed-esempj-di-poesia","und"
3802,"node/2998","content/friedrich-salomon-stöltzner-gründlicher-unterricht-der-jüdischdeutschen-schreibart-thanks","und"
3803,"node/2999","content/gunz-simon-israelitischer-kinderfreund-oder-handbuch-der-gemeinnützigsten-wissenschaftlichen","und"
3804,"node/3000","content/euchel-isaac-abraham-israelitischer-kinderfreund-oder-handbuch-der-gemeinnützigsten","und"
3805,"node/3001","content/abraham-moses-israelitischer-kinderfreund-subscriber-stargard","und"
3806,"node/3002","content/berend-s-l-landesältester-israelitischer-kinderfreund-subscriber-stettin","und"
3807,"node/3003","content/diehl-israelitischer-kinderfreund-subscriber-frankfurt-am-main","und"
3808,"node/3004","content/direktion-der-kaufmännischen-ressource-israelitischer-kinderfreund-subscriber-berlin","und"
3809,"node/3005","content/dohm-syndicus-israelitischer-kinderfreund-subscriber-breslau","und"
3810,"node/3006","content/elbthal-israelitischer-kinderfreund-subscriber-magdeburg","und"
3811,"node/3007","content/engel-israelitischer-kinderfreund-subscriber-strasbourg","und"
3812,"node/3008","content/eschwege-israelitischer-kinderfreund-subscriber-potsdam","und"
3813,"node/3009","content/fränkel-israelitischer-kinderfreund-subscriber-warsaw","und"
3814,"node/3010","content/fränkel-moses-s-israelitischer-kinderfreund-subscriber-hamburg","und"
3815,"node/3011","content/friedländer-h-n-buchhändler-israelitischer-kinderfreund-subscriber-königsberg","und"
3816,"node/3012","content/gans-salomon-israelitischer-kinderfreund-subscriber-celle","und"
3817,"node/3013","content/geisenheimer-vorsteher-des-philantropins-israelitischer-kinderfreund-subscriber-frankfurt-am","und"
3818,"node/3014","content/gesellschaft-der-freunde-israelitischer-kinderfreund-subscriber-berlin","und"
3819,"node/3015","content/gumpel-l-israelitischer-kinderfreund-subscriber-hannover","und"
3820,"node/3016","content/heimann-israelitischer-kinderfreund-subscriber-schwerin","und"
3821,"node/3017","content/herford-joel-israelitischer-kinderfreund-subscriber-detmold","und"
3822,"node/3018","content/herzbruck-israelitischer-kinderfreund-subscriber-schwedt","und"
3823,"node/3019","content/hirsch-d-z-israelitischer-kinderfreund-subscriber-wriezen","und"
3824,"node/3020","content/hirsch-joseph-israelitischer-kinderfreund-subscriber-bamberg","und"
3825,"node/3021","content/itzig-landesältester-israelitischer-kinderfreund-subscriber-prenzlau","und"
3826,"node/3022","content/itzig-oberkantor-israelitischer-kinderfreund-subscriber-glogau","und"
3827,"node/3023","content/itzig-jacob-israelitischer-kinderfreund-subscriber-frankfurtoder","und"
3828,"node/3024","content/jacob-abraham-israelitischer-kinderfreund-subscriber-kolmar","und"
3829,"node/3025","content/jacobys-buchhandlung-israelitischer-kinderfreund-subscriber-berlin","und"
3830,"node/3026","content/joseph-victor-israelitischer-kinderfreund-subscriber-posen","und"
3831,"node/3027","content/jospeh-baruch-haim-israelitischer-kinderfreund-subscriber-glogau","und"
3832,"node/3028","content/konsistorium-der-israeliten-israelitischer-kinderfreund-subscriber-paris","und"
3833,"node/3029","content/lepoc-jonas-israelitischer-kinderfreund-subscriber-braunschweig","und"
3834,"node/3030","content/levy-ältester-der-israelitischen-gemeinde-israelitischer-kinderfreund-subscriber-danzig","und"
3835,"node/3031","content/levysohn-hartog-israelitischer-kinderfreund-subscriber-rotterdam","und"
3836,"node/3032","content/löser-wolff-israelitischer-kinderfreund-subscriber-landsbergwarthe","und"
3837,"node/3033","content/löwenstein-n-j-israelitischer-kinderfreund-subscriber-lissa","und"
3838,"node/3034","content/lübeschütz-israelitischer-kinderfreund-subscriber-copenhagen","und"
3839,"node/3035","content/marcus-tobias-israelitischer-kinderfreund-subscriber-frankfurtoder","und"
3840,"node/3036","content/marks-j-israelitischer-kinderfreund-subscriber-munich","und"
3841,"node/3037","content/mendel-joachim-israelitischer-kinderfreund-subscriber-königsberg","und"
3842,"node/3038","content/müller-israelitischer-kinderfreund-subscriber-karlsruhe","und"
3843,"node/3039","content/museum-des-herrn-werkmeister-israelitischer-kinderfreund-subscriber","und"
3844,"node/3040","content/pfeifer-israelitischer-kinderfreund-subscriber-weikersheim","und"
3845,"node/3041","content/pieck-israelitischer-kinderfreund-subscriber-landsbergwarthe","und"
3846,"node/3042","content/rawitz-israelitischer-kinderfreund-subscriber-hamburg","und"
3847,"node/3043","content/redaktion-der-sulamith-israelitischer-kinderfreund-subscriber-dessau","und"
3848,"node/3044","content/reiß-b-israelitischer-kinderfreund-subscriber-amsterdam","und"
3849,"node/3045","content/salomon-e-israelitischer-kinderfreund-subscriber-frankfurtoder","und"
3850,"node/3046","content/samuel-levin-isaac-israelitischer-kinderfreund-subscriber-königsberg","und"
3851,"node/3047","content/seeger-israelitischer-kinderfreund-subscriber-leipzig","und"
3852,"node/3048","content/silberstein-philip-israelitischer-kinderfreund-subscriber-brieg","und"
3853,"node/3049","content/sommershausen-direktor-der-erziehungsanstalt-israelitischer-kinderfreund-subscriber","und"
3854,"node/3050","content/susmann-meier-israelitischer-kinderfreund-subscriber-halberstadt","und"
3855,"node/3051","content/waisenhaus-berlin-und-halle-israelitischer-kinderfreund-subscriber","und"
3856,"node/3052","content/wittersheim-d-ä-israelitischer-kinderfreund-subscriber-hagenau","und"
3857,"node/3053","content/zacharias-israelitischer-kinderfreund-subscriber-marienwerder","und"
3858,"node/3054","content/zirndorffer-isaac-israelitischer-kinderfreund-subscriber-fürth","und"
3859,"node/3055","content/heinemann-jermias-israelitischer-kinderfreund-subscriber","und"
3860,"node/3056","content/jeitteles-ignaz-israelitischer-kinderfreund-subscriber-prague","und"
3861,"node/3057","content/kaskel-michel-israelitischer-kinderfreund-subscriber-dresden","und"
3862,"node/3058","content/neumann-israel-moses-inspektor-und-oberlehrer-israelitischer-kinderfreund-subscriber-breslau","und"
3863,"node/3059","content/fränkel-david-israelitischer-kinderfreund-subscriber-dessau","und"
3864,"node/3060","content/hoym-karl-heinrich-graf-von-graf-minister-jeschurun-oder-unparteyische-beleuchtung-der-dem","und"
3865,"node/3061","content/יעקב-עמדן-nachricht-von-der-jüdischen-haupt-und-frey-schule-deßau-1776-dedication-altona","und"
3866,"node/3062","content/friedrich-wilhelm-iii-nachricht-von-der-jüdischen-haupt-und-frey-schule-deßau-1809","und"
3867,"node/3063","content/leopold-friedrrich-franz-fürst-peri-hachedwah-dedication-dessau","und"
3868,"node/3064","content/joseph-ii-kaiser-rede-gehalten-am-jubelfeste-der-israelitischen-hauptschule-prag-den-10-mai","und"
3869,"node/3065","content/friedrich-wilhelm-iii-ueber-die-bürgerliche-verbesserung-der-juden-dedication","und"
3870,"node/3066","content/fränkel-michael-zweite-nachricht-von-dem-zustande-der-jüdischen-freischule-berlin-thanks","und"
3871,"node/3067","content/soußmann-zweite-nachricht-von-dem-zustande-der-jüdischen-freischule-berlin-thanks-bourdeaux","und"
3872,"node/3068","content/erhraim-veitel-h-zweite-nachricht-von-dem-zustande-der-jüdischen-freischule-berlin-thanks","und"
3873,"node/3069","content/חיים-בן-ר-יוסף-ברפ-זל-אבטליון-dedication-berlin","und"
3874,"node/3070","content/franz-ii-אגרת-ארחות-עולם-thanks","und"
3875,"node/3071","content/joseph-ii-אגרת-ארחות-עולם-thanks","und"
3876,"node/3072","content/leopold-ii-אגרת-ארחות-עולם-thanks","und"
3877,"taxonomy/term/804","description-mentionee/printer","und"
3878,"node/3073","content/יעקב-בן-יצחק-פלעקלש-אגרת-ארחות-עולם-printer-prague","und"
3879,"node/3074","content/גבריאל-בן-נטע-אוטיץ-אגרת-ארחות-עולם-printer-prague","und"
3880,"node/3075","content/דוד-אגרת-בית-תפלה-approbation-satanow","und"
3881,"node/3076","content/שלמה-אגרת-בית-תפלה-approbation-lemberg","und"
3882,"node/3077","content/בערנארד-עדלער-פאן-עשקלעס-אוצר-השרשים-א-dedication-vienna","und"
3883,"node/3078","content/דוד-ווערטהיימער-אוצר-השרשים-א-dedication","und"
3884,"node/3079","content/אהרן-ליפמאן-אוצר-השרשים-ב-dedication-hechingen","und"
3885,"node/3080","content/יוזפא-לעווי-אוצר-השרשים-ג-dedication-vienna","und"
3886,"node/3081","content/דוד-לאנדאה-אור-אסתר-oder-beleuchtung-der-im-talmud-von-babylon-und-jerusalem-den-targumim","und"
3887,"taxonomy/term/805","description-mentionee/recommendation","und"
3888,"node/3082","content/וולף-יוסף-אור-אסתר-oder-beleuchtung-der-im-talmud-von-babylon-und-jerusalem-den-targumim-und","und"
3889,"node/3083","content/benet-mordechai-אמרי-שפר-approbation-nikolsburg","und"
3890,"node/3084","content/anonym-אמרי-שפר-subscriber-אבערראבבינער","und"
3891,"node/3085","content/anonym-אמרי-שפר-subscriber","und"
3892,"node/3086","content/א-ליפפמאן-אמרי-שפר-subscriber-prague","und"
3893,"node/3087","content/אבלי-הארוויטץ-אמרי-שפר-subscriber-brody","und"
3894,"node/3088","content/אבראהאם-אי-ברילל-אמרי-שפר-subscriber-bielitz","und"
3895,"node/3089","content/אבראהאם-בלאך-אמרי-שפר-subscriber","und"
3896,"node/3090","content/אברהם-אדערפעלד-אמרי-שפר-subscriber-bielau","und"
3897,"node/3091","content/אברהם-אפנער-אמרי-שפר-subscriber-berlin","und"
3898,"node/3092","content/אברהם-בורגפרעפיך-אמרי-שפר-subscriber-fürth","und"
3899,"node/3093","content/אברהם-בידשאף-אמרי-שפר-subscriber-brody","und"
3900,"node/3094","content/אברהם-ברבג-אמרי-שפר-subscriber-brody","und"
3901,"node/3095","content/אברהם-היינערסדארף-אמרי-שפר-subscriber-breslau","und"
3902,"node/3096","content/אברהם-וויינשענק-אמרי-שפר-subscriber-fürth","und"
3903,"node/3097","content/weil-abraham-oberrabbiner-אמרי-שפר-subscriber-hechingen","und"
3904,"node/3098","content/אברהם-פאלענטין-אמרי-שפר-subscriber-breslau","und"
3905,"node/3099","content/אברהם-פרץ-אמרי-שפר-subscriber-breslau","und"
3906,"node/3100","content/אברהם-שטיינמאן-אמרי-שפר-subscriber-breslau","und"
3907,"node/3101","content/אברם-בעכר-אמרי-שפר-subscriber-kuttenplan","und"
3908,"node/3102","content/אהרן-גאלדשמיד-אמרי-שפר-subscriber-berlin","und"
3909,"node/3103","content/beer-aaron-אמרי-שפר-subscriber-berlin","und"
3910,"node/3104","content/אהרן-ווייס-אמרי-שפר-subscriber-prague","und"
3911,"node/3105","content/אהרן-זלמן-מרגליות-אמרי-שפר-subscriber-berlin","und"
3912,"node/3106","content/אהרן-שטראסבורג-אמרי-שפר-subscriber-fürth","und"
3913,"node/3107","content/ottensosser-wolf-אמרי-שפר-subscriber-breslau","und"
3914,"node/3108","content/אי-ברונשטיין-אמרי-שפר-subscriber-lemberg","und"
3915,"node/3109","content/אי-לעוו-האפמאן-אמרי-שפר-subscriber-vienna","und"
3916,"node/3110","content/bondi-isaac-אמרי-שפר-subscriber-dresden","und"
3917,"node/3111","content/איזאק-בעער-אמרי-שפר-subscriber-lemberg","und"
3918,"node/3112","content/איזאק-ווערטהיימער-אמרי-שפר-subscriber-leipnik","und"
3919,"node/3113","content/איזאק-יאנאס-אמרי-שפר-subscriber-jaroslaw","und"
3920,"node/3114","people/איזאק-יאנעס","und"
3921,"node/3115","content/איזאק-יאנעס-אמרי-שפר-subscriber-buda","und"
3922,"node/3116","content/איזאק-עסטרייכער-אמרי-שפר-subscriber-vienna","und"
3923,"node/3117","content/איזאק-פראנקענשטיין-אמרי-שפר-subscriber-vienna","und"
3924,"node/3118","content/איזאק-פרייאזאך-אמרי-שפר-subscriber-pest","und"
3925,"node/3119","content/hönig-israel-edler-von-hönigsberg-kk-regierungsrath-tabak-und-siegelgefälldirektor-אמרי-שפר","und"
3926,"node/3120","content/איזראעל-צאפפערט-אמרי-שפר-subscriber-vienna","und"
3927,"node/3121","content/איזראעל-קעניגסבערגער-אמרי-שפר-subscriber-kreisch","und"
3928,"node/3122","content/אייזאק-האצפעלד-אמרי-שפר-subscriber-würzburg","und"
3929,"node/3123","content/אייזק-זאקסעל-אמרי-שפר-subscriber-senftenberg","und"
3930,"node/3124","content/dr-med-איסטרייכער-אמרי-שפר-subscriber-vienna","und"
3931,"node/3125","content/איסרלי-איגלהיימר-אמרי-שפר-subscriber-fürth","und"
3932,"node/3126","content/איסרלי-היילברונר-פומ-אמרי-שפר-subscriber-fürth","und"
3933,"node/3127","content/איצק-אולמאן-אמרי-שפר-subscriber-karlsruhe","und"
3934,"node/3128","content/איצק-ברי-ווערטהיימר-אמרי-שפר-subscriber-fürth","und"
3935,"node/3129","content/איצק-ברמ-ווערטהיימר-אמרי-שפר-subscriber-fürth","und"
3936,"node/3130","content/איצק-לאפפע-אמרי-שפר-subscriber-breslau","und"
3937,"node/3131","content/איצק-ליב-סגל-אמרי-שפר-subscriber-hechingen","und"
3938,"node/3132","content/איצק-סאבאטקא-אמרי-שפר-subscriber-prague","und"
3939,"node/3133","content/איצק-ראוויטש-אמרי-שפר-subscriber-breslau","und"
3940,"node/3134","content/אלי-חיות-אמרי-שפר-subscriber-brody","und"
3941,"node/3135","content/אלי-טארנער-אמרי-שפר-subscriber-breslau","und"
3942,"node/3136","content/אלי-טורלוך-אמרי-שפר-subscriber-karlsruhe","und"
3943,"node/3137","content/אלעזר-בער-פורכהיים-אמרי-שפר-subscriber-fürth","und"
3944,"node/3138","content/אמסאן-היימאן-אמרי-שפר-subscriber-stuttgart","und"
3945,"node/3139","content/אנשיל-בר-יוסף-ליב-נייאבורג-אמרי-שפר-subscriber-fürth","und"
3946,"node/3140","content/אנשיל-גונציהויזען-אמרי-שפר-subscriber-hechingen","und"
3947,"node/3141","content/אנשל-לוי-אמרי-שפר-subscriber-karlsruhe","und"
3948,"node/3142","content/hönig-aaron-אמרי-שפר-subscriber-vienna","und"
3949,"node/3143","content/liebmann-aaron-אמרי-שפר-subscriber-hechingen","und"
3950,"node/3144","content/אראן-פאלאק-אמרי-שפר-subscriber-vienna","und"
3951,"node/3145","content/אראן-פריעדלענדער-אמרי-שפר-subscriber-kolin","und"
3952,"node/3146","content/ארנאלד-געץ-אמרי-שפר-subscriber-vienna","und"
3953,"node/3147","content/ארנאלד-ענגעל-אמרי-שפר-subscriber-vienna","und"
3954,"node/3148","content/אשור-אמרי-שפר-subscriber-karlsruhe","und"
3955,"node/3149","content/בארוך-ראטה-אמרי-שפר-subscriber-lemberg","und"
3956,"node/3150","content/bondi-simon-אמרי-שפר-subscriber-dresden","und"
3957,"node/3151","content/בונם-קוילא-אמרי-שפר-subscriber-karlsruhe","und"
3958,"node/3152","content/בילפעלד-אמרי-שפר-subscriber-karlsruhe","und"
3959,"node/3153","content/בלומאן-אמרי-שפר-subscriber-berlin","und"
3960,"node/3154","content/בנימין-בארמאפאר-אמרי-שפר-subscriber-lemberg","und"
3961,"node/3155","content/בנימין-בערנשטיין-אמרי-שפר-subscriber-brody","und"
