"entity_type","bundle",deleted,entity_id,revision_id,"language",delta,"field_viaf_id_value","field_viaf_id_format"
"node","person",0,129,129,"und",0,"313403220",NULL
"node","person",0,130,130,"und",0,"312067589",NULL
"node","person",0,131,131,"und",0,"312067589",NULL
"node","person",0,132,132,"und",0,"274609724",NULL
"node","person",0,134,134,"und",0,"313384387",NULL
"node","person",0,136,136,"und",0,"80438759",NULL
"node","person",0,139,139,"und",0,"308268600",NULL
"node","person",0,140,140,"und",0,"313326925",NULL
"node","person",0,148,148,"und",0,"311965650",NULL
"node","person",0,149,149,"und",0,"311847914",NULL
"node","person",0,154,154,"und",0,"281958886",NULL
"node","person",0,155,155,"und",0,"47522721",NULL
"node","person",0,158,158,"und",0,"80438958",NULL
"node","person",0,161,161,"und",0,"291755911",NULL
"node","person",0,163,163,"und",0,"80439207",NULL
"node","person",0,165,165,"und",0,"313071729",NULL
"node","person",0,166,166,"und",0,"285191198",NULL
"node","person",0,167,167,"und",0,"285191198",NULL
"node","person",0,169,169,"und",0,"313276383",NULL
"node","person",0,170,170,"und",0,"153173579",NULL
"node","person",0,171,171,"und",0,"305857543",NULL
"node","person",0,173,173,"und",0,"287012586",NULL
"node","person",0,174,174,"und",0,"309628836",NULL
"node","person",0,177,177,"und",0,"306229990",NULL
"node","person",0,178,178,"und",0,"313273907",NULL
"node","person",0,180,180,"und",0,"123862976",NULL
"node","person",0,183,183,"und",0,"43832488",NULL
"node","person",0,184,184,"und",0,"280291593",NULL
"node","person",0,186,186,"und",0,"310742556",NULL
"node","person",0,187,187,"und",0,"281317838",NULL
"node","person",0,188,188,"und",0,"307235867",NULL
"node","person",0,189,189,"und",0,"312403942",NULL
"node","person",0,191,191,"und",0,"311442882",NULL
"node","person",0,193,193,"und",0,"262375366",NULL
"node","person",0,194,194,"und",0,"236757938",NULL
"node","person",0,198,198,"und",0,"10988426",NULL
"node","person",0,199,199,"und",0,"292113644",NULL
"node","person",0,201,201,"und",0,"311905873",NULL
"node","person",0,203,203,"und",0,"313409914",NULL
"node","person",0,204,204,"und",0,"313409914",NULL
"node","person",0,208,208,"und",0,"309711093",NULL
"node","person",0,209,209,"und",0,"298251295",NULL
"node","person",0,213,213,"und",0,"312717299",NULL
"node","person",0,214,214,"und",0,"64786517",NULL
"node","person",0,216,216,"und",0,"310507739",NULL
"node","person",0,218,218,"und",0,"268038449",NULL
"node","person",0,219,219,"und",0,"309666223",NULL
"node","person",0,220,220,"und",0,"309268936",NULL
"node","person",0,221,221,"und",0,"310729708",NULL
"node","person",0,222,222,"und",0,"313408227",NULL
"node","person",0,223,223,"und",0,"302593200",NULL
"node","person",0,224,224,"und",0,"297987074",NULL
"node","person",0,225,225,"und",0,"291814994",NULL
"node","person",0,226,226,"und",0,"142653711",NULL
"node","person",0,232,232,"und",0,"31276942",NULL
"node","person",0,233,233,"und",0,"312080288",NULL
"node","person",0,236,236,"und",0,"289037712",NULL
"node","person",0,237,237,"und",0,"313278382",NULL
"node","person",0,238,238,"und",0,"313278382",NULL
"node","person",0,239,239,"und",0,"97917943",NULL
"node","person",0,240,240,"und",0,"310740398",NULL
"node","person",0,242,242,"und",0,"306913279",NULL
"node","person",0,247,247,"und",0,"80588251",NULL
"node","person",0,249,249,"und",0,"80588251",NULL
"node","person",0,250,250,"und",0,"305433649",NULL
"node","person",0,251,251,"und",0,"305433649",NULL
"node","person",0,254,254,"und",0,"313315450",NULL
"node","person",0,255,255,"und",0,"306575321",NULL
"node","person",0,256,256,"und",0,"306575321",NULL
"node","person",0,258,258,"und",0,"311604881",NULL
"node","person",0,264,264,"und",0,"203419643",NULL
"node","person",0,265,265,"und",0,"203419643",NULL
"node","person",0,266,266,"und",0,"244496766",NULL
"node","person",0,267,267,"und",0,"244496766",NULL
"node","person",0,268,268,"und",0,"81847103",NULL
"node","person",0,269,269,"und",0,"291521494",NULL
"node","person",0,270,270,"und",0,"100370255",NULL
"node","person",0,271,271,"und",0,"306254132",NULL
"node","person",0,272,272,"und",0,"313386658",NULL
"node","person",0,273,273,"und",0,"311974400",NULL
"node","person",0,274,274,"und",0,"311974400",NULL
"node","person",0,275,275,"und",0,"312172504",NULL
"node","person",0,277,277,"und",0,"313285165",NULL
"node","person",0,280,280,"und",0,"17175071",NULL
"node","person",0,285,285,"und",0,"26858207",NULL
"node","person",0,287,287,"und",0,"121784129",NULL
"node","person",0,290,290,"und",0,"121784129",NULL
"node","person",0,291,291,"und",0,"121784129",NULL
"node","person",0,292,292,"und",0,"61582931",NULL
"node","person",0,298,298,"und",0,"310500572",NULL
"node","person",0,299,299,"und",0,"298437768",NULL
"node","person",0,300,300,"und",0,"305318592",NULL
"node","person",0,302,302,"und",0,"313406542",NULL
"node","person",0,303,303,"und",0,"194455172",NULL
"node","person",0,304,304,"und",0,"266310331",NULL
"node","person",0,305,305,"und",0,"311112317",NULL
"node","person",0,306,306,"und",0,"88359528",NULL
"node","person",0,307,307,"und",0,"298820661",NULL
"node","person",0,309,309,"und",0,"61071809",NULL
"node","person",0,310,310,"und",0,"312454055",NULL
"node","person",0,312,312,"und",0,"313384387",NULL
"node","person",0,313,313,"und",0,"97901686",NULL
"node","person",0,315,315,"und",0,"288215793",NULL
"node","person",0,316,316,"und",0,"309524925",NULL
"node","person",0,317,317,"und",0,"283084577",NULL
"node","person",0,318,318,"und",0,"298632884",NULL
"node","person",0,319,319,"und",0,"309698072",NULL
"node","person",0,320,320,"und",0,"313220545",NULL
"node","person",0,321,321,"und",0,"241924383",NULL
"node","person",0,322,322,"und",0,"20765287",NULL
"node","person",0,325,325,"und",0,"312042257",NULL
"node","person",0,326,326,"und",0,"288925935",NULL
"node","person",0,328,328,"und",0,"80973847",NULL
"node","person",0,329,329,"und",0,"298446084",NULL
"node","person",0,331,331,"und",0,"171329791",NULL
"node","person",0,332,332,"und",0,"27456853",NULL
"node","person",0,334,334,"und",0,"175808307",NULL
"node","person",0,337,337,"und",0,"301311874",NULL
"node","person",0,338,338,"und",0,"49996113",NULL
"node","person",0,339,339,"und",0,"49996113",NULL
"node","person",0,340,340,"und",0,"305145319",NULL
"node","person",0,343,343,"und",0,"48214475",NULL
"node","person",0,345,345,"und",0,"39527638",NULL
"node","person",0,347,347,"und",0,"312413808",NULL
"node","person",0,348,348,"und",0,"313323284",NULL
"node","person",0,350,350,"und",0,"69162511",NULL
"node","person",0,352,352,"und",0,"286824381",NULL
"node","person",0,353,353,"und",0,"311189102",NULL
"node","person",0,355,355,"und",0,"88295606",NULL
"node","person",0,356,356,"und",0,"313402233",NULL
"node","person",0,357,357,"und",0,"313407915",NULL
"node","person",0,358,358,"und",0,"309602397",NULL
"node","person",0,359,359,"und",0,"304951299",NULL
"node","person",0,360,360,"und",0,"298393174",NULL
"node","person",0,362,362,"und",0,"311875591",NULL
"node","person",0,363,363,"und",0,"306105241",NULL
"node","person",0,364,364,"und",0,"313382185",NULL
"node","person",0,365,365,"und",0,"313234444",NULL
"node","person",0,366,366,"und",0,"313315820",NULL
"node","person",0,367,367,"und",0,"313411174",NULL
"node","person",0,368,368,"und",0,"307239005",NULL
"node","person",0,370,370,"und",0,"66003100",NULL
"node","person",0,371,371,"und",0,"313382545",NULL
"node","person",0,372,372,"und",0,"312293168",NULL
"node","person",0,373,373,"und",0,"308485175",NULL
"node","person",0,375,375,"und",0,"311406418",NULL
"node","person",0,376,376,"und",0,"311406418",NULL
"node","person",0,377,377,"und",0,"313411194",NULL
"node","person",0,381,381,"und",0,"85996401",NULL
"node","person",0,382,382,"und",0,"143850204",NULL
"node","person",0,387,387,"und",0,"81841419",NULL
"node","person",0,389,389,"und",0,"34131539",NULL
"node","person",0,391,391,"und",0,"17133188",NULL
"node","person",0,394,394,"und",0,"285089587",NULL
"node","person",0,395,395,"und",0,"297691741",NULL
"node","person",0,396,396,"und",0,"307394770",NULL
"node","person",0,397,397,"und",0,"313408758",NULL
"node","person",0,398,398,"und",0,"170034890",NULL
"node","person",0,399,399,"und",0,"304096756",NULL
"node","person",0,400,400,"und",0,"313336987",NULL
"node","person",0,402,402,"und",0,"312107424",NULL
"node","person",0,404,404,"und",0,"313338933",NULL
"node","person",0,405,405,"und",0,"309692714",NULL
"node","person",0,407,407,"und",0,"305439442",NULL
"node","person",0,412,412,"und",0,"90691203",NULL
"node","person",0,413,413,"und",0,"311870397",NULL
"node","person",0,414,414,"und",0,"309669690",NULL
"node","person",0,415,415,"und",0,"15622638",NULL
"node","person",0,416,416,"und",0,"312151269",NULL
"node","person",0,417,417,"und",0,"200367077",NULL
"node","person",0,420,420,"und",0,"310640969",NULL
"node","person",0,422,422,"und",0,"30463531",NULL
"node","person",0,423,423,"und",0,"30463531",NULL
"node","person",0,424,424,"und",0,"30463531",NULL
"node","person",0,430,430,"und",0,"297095127",NULL
"node","person",0,431,431,"und",0,"81074093",NULL
"node","person",0,437,437,"und",0,"3339940",NULL
"node","person",0,439,439,"und",0,"297196210",NULL
"node","person",0,440,440,"und",0,"313297829",NULL
"node","person",0,444,444,"und",0,"93314665",NULL
"node","person",0,445,445,"und",0,"313411138",NULL
"node","person",0,446,446,"und",0,"313283967",NULL
"node","person",0,447,447,"und",0,"313394131",NULL
"node","person",0,451,451,"und",0,"185154213",NULL
"node","person",0,452,452,"und",0,"313411157",NULL
"node","person",0,453,453,"und",0,"313411157",NULL
"node","person",0,454,454,"und",0,"173231770",NULL
"node","person",0,457,457,"und",0,"98251820",NULL
"node","person",0,458,458,"und",0,"289197102",NULL
"node","person",0,459,459,"und",0,"283253721",NULL
"node","person",0,461,461,"und",0,"309529782",NULL
"node","person",0,462,462,"und",0,"245534841",NULL
"node","person",0,463,463,"und",0,"80346106",NULL
"node","person",0,464,464,"und",0,"56648586",NULL
"node","person",0,466,466,"und",0,"312639910",NULL
"node","person",0,469,469,"und",0,"311082270",NULL
"node","person",0,475,475,"und",0,"302636450",NULL
"node","person",0,476,476,"und",0,"307552160",NULL
"node","person",0,480,480,"und",0,"308280103",NULL
"node","person",0,483,483,"und",0,"283596704",NULL
"node","person",0,484,484,"und",0,"8157983",NULL
"node","person",0,486,486,"und",0,"44431262",NULL
"node","person",0,487,487,"und",0,"284220708",NULL
"node","person",0,488,488,"und",0,"29882857",NULL
"node","person",0,489,489,"und",0,"313384662",NULL
"node","person",0,492,492,"und",0,"289700461",NULL
"node","person",0,493,493,"und",0,"159128195",NULL
"node","person",0,494,494,"und",0,"159128195",NULL
"node","person",0,496,496,"und",0,"131902637",NULL
"node","person",0,497,497,"und",0,"312513603",NULL
"node","person",0,498,498,"und",0,"313408249",NULL
"node","person",0,499,499,"und",0,"159883296",NULL
"node","person",0,500,500,"und",0,"311288770",NULL
"node","person",0,501,501,"und",0,"49996113",NULL
"node","person",0,502,502,"und",0,"49996113",NULL
"node","person",0,508,508,"und",0,"312399344",NULL
"node","person",0,514,514,"und",0,"313392797",NULL
"node","person",0,515,515,"und",0,"313392797",NULL
"node","person",0,516,516,"und",0,"313392797",NULL
"node","person",0,517,517,"und",0,"308275249",NULL
"node","person",0,519,519,"und",0,"299672616",NULL
"node","person",0,524,524,"und",0,"154145798",NULL
"node","person",0,529,529,"und",0,"313284930",NULL
"node","person",0,530,530,"und",0,"310739127",NULL
"node","person",0,554,554,"und",0,"7801872",NULL
"node","person",0,559,559,"und",0,"308258302",NULL
"node","person",0,561,561,"und",0,"311794411",NULL
"node","person",0,562,562,"und",0,"311794411",NULL
"node","person",0,563,563,"und",0,"311794411",NULL
"node","person",0,568,568,"und",0,"299187497",NULL
"node","person",0,569,569,"und",0,"311794381",NULL
"node","person",0,570,570,"und",0,"313373542",NULL
"node","person",0,571,571,"und",0,"313373542",NULL
"node","person",0,590,590,"und",0,"308254308",NULL
"node","person",0,591,591,"und",0,"308277306",NULL
"node","person",0,593,593,"und",0,"299264124",NULL
"node","person",0,596,596,"und",0,"308282572",NULL
"node","person",0,598,598,"und",0,"308274416",NULL
"node","person",0,599,599,"und",0,"313007441",NULL
"node","person",0,606,606,"und",0,"308275281",NULL
"node","person",0,609,609,"und",0,"308275163",NULL
"node","person",0,634,634,"und",0,"308280888",NULL
"node","person",0,657,657,"und",0,"313296729",NULL
"node","person",0,668,668,"und",0,"308272950",NULL
"node","person",0,673,673,"und",0,"308270448",NULL
"node","person",0,675,675,"und",0,"308271188",NULL
"node","person",0,677,677,"und",0,"310522130",NULL
"node","person",0,680,680,"und",0,"313326448",NULL
"node","person",0,684,684,"und",0,"7250667",NULL
"node","person",0,685,685,"und",0,"97270226",NULL
"node","person",0,686,686,"und",0,"97270226",NULL
"node","person",0,690,690,"und",0,"308271438",NULL
"node","person",0,695,695,"und",0,"427528",NULL
"node","person",0,700,700,"und",0,"313003665",NULL
"node","person",0,704,704,"und",0,"308281654",NULL
"node","person",0,705,705,"und",0,"308281654",NULL
"node","person",0,707,707,"und",0,"313006873",NULL
"node","person",0,708,708,"und",0,"313006873",NULL
"node","person",0,709,709,"und",0,"313006873",NULL
"node","person",0,710,710,"und",0,"310742160",NULL
"node","person",0,715,715,"und",0,"311794896",NULL
"node","person",0,730,730,"und",0,"308283711",NULL
"node","person",0,732,732,"und",0,"308273579",NULL
"node","person",0,736,736,"und",0,"308275878",NULL
"node","person",0,738,738,"und",0,"297486880",NULL
"node","person",0,742,742,"und",0,"97280084",NULL
"node","person",0,747,747,"und",0,"308283909",NULL
"node","person",0,779,779,"und",0,"310742059",NULL
"node","person",0,781,781,"und",0,"97480789",NULL
"node","person",0,809,809,"und",0,"312344356",NULL
"node","person",0,812,812,"und",0,"308273850",NULL
"node","person",0,833,833,"und",0,"313402971",NULL
"node","person",0,834,834,"und",0,"313402971",NULL
"node","person",0,835,835,"und",0,"313402971",NULL
"node","person",0,840,840,"und",0,"97264879",NULL
"node","person",0,841,841,"und",0,"234834786",NULL
"node","person",0,845,845,"und",0,"308277017",NULL
"node","person",0,846,846,"und",0,"97171603",NULL
"node","person",0,852,852,"und",0,"312341627",NULL
"node","person",0,856,856,"und",0,"76212770",NULL
"node","person",0,861,861,"und",0,"97171603",NULL
"node","person",0,863,863,"und",0,"298282489",NULL
"node","person",0,866,866,"und",0,"310743500",NULL
"node","person",0,873,873,"und",0,"10979475",NULL
"node","person",0,882,882,"und",0,"311964135",NULL
"node","person",0,883,883,"und",0,"311964135",NULL
"node","person",0,885,885,"und",0,"101096106",NULL
"node","person",0,908,908,"und",0,"34160165",NULL
"node","person",0,911,911,"und",0,"59502093",NULL
"node","person",0,919,919,"und",0,"297248385",NULL
"node","person",0,922,922,"und",0,"308277857",NULL
"node","person",0,923,923,"und",0,"97210751",NULL
"node","person",0,924,924,"und",0,"308277074",NULL
"node","person",0,978,978,"und",0,"308283362",NULL
"node","person",0,983,983,"und",0,"310740062",NULL
"node","person",0,986,986,"und",0,"313378882",NULL
"node","person",0,987,987,"und",0,"103150477",NULL
"node","person",0,988,988,"und",0,"311793638",NULL
"node","person",0,989,989,"und",0,"310737174",NULL
"node","person",0,997,997,"und",0,"308260500",NULL
"node","person",0,1000,1000,"und",0,"297724488",NULL
"node","person",0,1007,1007,"und",0,"308282430",NULL
"node","person",0,1026,1026,"und",0,"268464124",NULL
"node","person",0,1042,1042,"und",0,"308277296",NULL
"node","person",0,1045,1045,"und",0,"97221800",NULL
"node","person",0,1046,1046,"und",0,"313410500",NULL
"node","person",0,1047,1047,"und",0,"245467241",NULL
"node","person",0,1048,1048,"und",0,"308265998",NULL
"node","person",0,1057,1057,"und",0,"306091723",NULL
"node","person",0,1060,1060,"und",0,"298134368",NULL
"node","person",0,1061,1061,"und",0,"298134368",NULL
"node","person",0,1072,1072,"und",0,"312418253",NULL
"node","person",0,1103,1103,"und",0,"30330277",NULL
"node","person",0,1122,1122,"und",0,"297720992",NULL
"node","person",0,1126,1126,"und",0,"72568746",NULL
"node","person",0,1157,1157,"und",0,"235727145",NULL
"node","person",0,1162,1162,"und",0,"313403060",NULL
"node","person",0,1163,1163,"und",0,"313403060",NULL
"node","person",0,1164,1164,"und",0,"313403060",NULL
"node","person",0,1165,1165,"und",0,"313403060",NULL
"node","person",0,1166,1166,"und",0,"313403060",NULL
"node","person",0,1172,1172,"und",0,"313003556",NULL
"node","person",0,1177,1177,"und",0,"297172078",NULL
"node","person",0,1179,1179,"und",0,"298476330",NULL
"node","person",0,1180,1180,"und",0,"313003245",NULL
"node","person",0,1190,1190,"und",0,"298895921",NULL
"node","person",0,1197,1197,"und",0,"298694070",NULL
"node","person",0,1199,1199,"und",0,"313316742",NULL
"node","person",0,1200,1200,"und",0,"308274063",NULL
"node","person",0,1204,1204,"und",0,"291141206",NULL
"node","person",0,1207,1207,"und",0,"122195027",NULL
"node","person",0,1208,1208,"und",0,"311112317",NULL
"node","person",0,1209,1209,"und",0,"311112317",NULL
"node","person",0,1211,1211,"und",0,"313378815",NULL
"node","person",0,1212,1212,"und",0,"36795999",NULL
"node","person",0,1218,1218,"und",0,"308261308",NULL
"node","person",0,1225,1225,"und",0,"298721482",NULL
"node","person",0,1226,1226,"und",0,"298619335",NULL
"node","person",0,1236,1236,"und",0,"297829807",NULL
"node","person",0,1242,1242,"und",0,"2596495",NULL
"node","person",0,1249,1249,"und",0,"29106770",NULL
"node","person",0,1250,1250,"und",0,"313003472",NULL
"node","person",0,1252,1252,"und",0,"179132158",NULL
"node","person",0,1253,1253,"und",0,"313003472",NULL
"node","person",0,1255,1255,"und",0,"298565425",NULL
"node","person",0,1256,1256,"und",0,"298917759",NULL
"node","person",0,1258,1258,"und",0,"310914997",NULL
"node","person",0,1259,1259,"und",0,"182335437",NULL
"node","person",0,1261,1261,"und",0,"311794309",NULL
"node","person",0,1271,1271,"und",0,"311119586",NULL
"node","person",0,1277,1277,"und",0,"97186337",NULL
"node","person",0,1279,1279,"und",0,"297746716",NULL
"node","person",0,1282,1282,"und",0,"308261479",NULL
"node","person",0,1283,1283,"und",0,"308271251",NULL
"node","person",0,1296,1296,"und",0,"298428074",NULL
"node","person",0,1298,1298,"und",0,"313410500",NULL
"node","person",0,1299,1299,"und",0,"308275399",NULL
"node","person",0,1300,1300,"und",0,"311112309",NULL
"node","person",0,1302,1302,"und",0,"297954535",NULL
"node","person",0,1306,1306,"und",0,"310737911",NULL
"node","person",0,1308,1308,"und",0,"167519387",NULL
"node","person",0,1309,1309,"und",0,"2605610",NULL
"node","person",0,1314,1314,"und",0,"308281962",NULL
"node","person",0,1315,1315,"und",0,"298520134",NULL
"node","person",0,1316,1316,"und",0,"299173510",NULL
"node","person",0,1317,1317,"und",0,"308280626",NULL
"node","person",0,1318,1318,"und",0,"313299812",NULL
"node","person",0,1319,1319,"und",0,"298462710",NULL
"node","person",0,1320,1320,"und",0,"308275079",NULL
"node","person",0,1330,1330,"und",0,"22029037",NULL
"node","person",0,1331,1331,"und",0,"312399610",NULL
"node","person",0,1332,1332,"und",0,"313003472",NULL
"node","person",0,1333,1333,"und",0,"313003472",NULL
"node","person",0,1334,1334,"und",0,"308267788",NULL
"node","person",0,1335,1335,"und",0,"308279810",NULL
"node","person",0,1354,1354,"und",0,"308273494",NULL
"node","person",0,1372,1372,"und",0,"45987526",NULL
"node","person",0,1381,1381,"und",0,"308280884",NULL
"node","person",0,1382,1382,"und",0,"299008094",NULL
"node","person",0,1392,1392,"und",0,"97118908",NULL
"node","person",0,1407,1407,"und",0,"4041668",NULL
"node","person",0,1409,1409,"und",0,"308275163",NULL
"node","person",0,1411,1411,"und",0,"297412243",NULL
"node","person",0,1415,1415,"und",0,"308264611",NULL
"node","person",0,1424,1424,"und",0,"15923021",NULL
"node","person",0,1425,1425,"und",0,"298412031",NULL
"node","person",0,1433,1433,"und",0,"68638315",NULL
"node","person",0,1434,1434,"und",0,"68638315",NULL
"node","person",0,1459,1459,"und",0,"308273466",NULL
"node","person",0,1461,1461,"und",0,"12156016",NULL
"node","person",0,1466,1466,"und",0,"313006150",NULL
"node","person",0,1473,1473,"und",0,"298954898",NULL
"node","person",0,1474,1474,"und",0,"308277561",NULL
"node","person",0,1477,1477,"und",0,"36795999",NULL
"node","person",0,1483,1483,"und",0,"308273494",NULL
"node","person",0,1486,1486,"und",0,"313004244",NULL
"node","person",0,1503,1503,"und",0,"310914997",NULL
"node","person",0,1507,1507,"und",0,"27478507",NULL
"node","person",0,1508,1508,"und",0,"27478507",NULL
"node","person",0,1509,1509,"und",0,"27478507",NULL
"node","person",0,1510,1510,"und",0,"313385448",NULL
"node","person",0,1511,1511,"und",0,"313385448",NULL
"node","person",0,1512,1512,"und",0,"313385448",NULL
"node","person",0,1513,1513,"und",0,"313385448",NULL
"node","person",0,1518,1518,"und",0,"299466083",NULL
"node","person",0,1520,1520,"und",0,"298857219",NULL
"node","person",0,1522,1522,"und",0,"32730484",NULL
"node","person",0,1524,1524,"und",0,"308275695",NULL
"node","person",0,1526,1526,"und",0,"313385393",NULL
"node","person",0,1527,1527,"und",0,"313385393",NULL
"node","person",0,1528,1528,"und",0,"310741496",NULL
"node","person",0,1535,1535,"und",0,"308256936",NULL
"node","person",0,1536,1536,"und",0,"313388150",NULL
"node","person",0,1558,1558,"und",0,"97209167",NULL
"node","person",0,1565,1565,"und",0,"97272849",NULL
"node","person",0,1566,1566,"und",0,"97272849",NULL
"node","person",0,1568,1568,"und",0,"63235057",NULL
"node","person",0,1570,1570,"und",0,"310742160",NULL
"node","person",0,1571,1571,"und",0,"233939290",NULL
"node","person",0,1578,1578,"und",0,"297700915",NULL
"node","person",0,1583,1583,"und",0,"161014796",NULL
"node","person",0,1590,1590,"und",0,"308260715",NULL
"node","person",0,1594,1594,"und",0,"308280223",NULL
"node","person",0,1596,1596,"und",0,"13420776",NULL
"node","person",0,1605,1605,"und",0,"297643410",NULL
"node","person",0,1609,1609,"und",0,"308274019",NULL
"node","person",0,1623,1623,"und",0,"299173510",NULL
"node","person",0,1624,1624,"und",0,"313247005",NULL
"node","person",0,1667,1667,"und",0,"308277143",NULL
"node","person",0,1678,1678,"und",0,"308280873",NULL
"node","person",0,1679,1679,"und",0,"308280873",NULL
"node","person",0,1680,1680,"und",0,"308280810",NULL
"node","person",0,1683,1683,"und",0,"311931969",NULL
"node","person",0,1684,1684,"und",0,"97436179",NULL
"node","person",0,1701,1701,"und",0,"311119330",NULL
"node","person",0,1709,1709,"und",0,"31090934",NULL
"node","person",0,1712,1712,"und",0,"308276966",NULL
"node","person",0,1713,1713,"und",0,"299187497",NULL
"node","person",0,1715,1715,"und",0,"310739787",NULL
"node","person",0,1721,1721,"und",0,"308274416",NULL
"node","person",0,1722,1722,"und",0,"297094723",NULL
"node","person",0,1725,1725,"und",0,"299302958",NULL
"node","person",0,1726,1726,"und",0,"299302958",NULL
"node","person",0,1729,1729,"und",0,"313335567",NULL
"node","person",0,1730,1730,"und",0,"313335567",NULL
"node","person",0,1731,1731,"und",0,"313335567",NULL
"node","person",0,1732,1732,"und",0,"313335567",NULL
"node","person",0,1733,1733,"und",0,"313335567",NULL
"node","person",0,1734,1734,"und",0,"313335567",NULL
"node","person",0,1735,1735,"und",0,"313335567",NULL
"node","person",0,1736,1736,"und",0,"313335567",NULL
"node","person",0,1737,1737,"und",0,"313335567",NULL
"node","person",0,1738,1738,"und",0,"313335567",NULL
"node","person",0,1739,1739,"und",0,"313335567",NULL
"node","person",0,1740,1740,"und",0,"313335567",NULL
"node","person",0,1741,1741,"und",0,"313335567",NULL
"node","person",0,1742,1742,"und",0,"313335567",NULL
"node","person",0,1743,1743,"und",0,"313335567",NULL
"node","person",0,1744,1744,"und",0,"313335567",NULL
"node","person",0,1745,1745,"und",0,"313335567",NULL
"node","person",0,1748,1748,"und",0,"311119337",NULL
"node","person",0,1749,1749,"und",0,"310852878",NULL
"node","person",0,1751,1751,"und",0,"308273869",NULL
"node","person",0,1758,1758,"und",0,"308273350",NULL
"node","person",0,1759,1759,"und",0,"97476060",NULL
"node","person",0,1760,1760,"und",0,"97476060",NULL
"node","person",0,1765,1765,"und",0,"293222038",NULL
"node","person",0,1771,1771,"und",0,"311914270",NULL
