"entity_type","bundle",deleted,entity_id,revision_id,"language",delta,field_geolocation_lat,field_geolocation_lng,field_geolocation_lat_sin,field_geolocation_lat_cos,field_geolocation_lng_rad
"taxonomy_term","cities",0,64,64,"und",0,51.43247,6.76516,0.78187390471707,0.62343660232816,0.11807431642422
"taxonomy_term","cities",0,66,66,"und",0,47.90265,20.37329,0.74200684823452,0.67039230095003,0.35558098996364
"taxonomy_term","cities",0,67,67,"und",0,47.84565,16.52327,0.74133954964463,0.67113014545072,0.288385464696
"taxonomy_term","cities",0,68,68,"und",0,38.15977,-87.44835,0.61785645672129,0.78629091237773,-1.5262616329364
"taxonomy_term","cities",0,69,69,"und",0,51.45657,7.01228,0.78213606815833,0.62310767198441,0.12238737407175
"taxonomy_term","cities",0,70,70,"und",0,53.4,13.33333,0.80281747519111,0.59622487496562,0.23271050875494
"taxonomy_term","cities",0,72,72,"und",0,50.11035,8.67185,0.76728101177123,0.64131103918093,0.15135233473907
"taxonomy_term","cities",0,74,74,"und",0,51.4167,9.93333,0.78170228139605,0.62365178045141,0.17336931418713
"taxonomy_term","cities",0,75,75,"und",0,49.44205,8.57696,0.75974871313498,0.65021680452733,0.14969619181185
"taxonomy_term","cities",0,76,76,"und",0,49.47055,10.99713,0.76007204921763,0.64983881078165,0.19193612676984
"taxonomy_term","cities",0,78,78,"und",0,45.93432,13.61834,0.71854301858426,0.69548251627472,0.23768487165604
"taxonomy_term","cities",0,79,79,"und",0,37.48333,45.7,0.60853057995879,0.79353042364803,0.79761546816141
"taxonomy_term","cities",0,80,80,"und",0,51.53443,9.93228,0.78298209507124,0.6220442418332,0.17335098822998
"taxonomy_term","cities",0,81,81,"und",0,54.09311,13.38786,0.80997112144526,0.58646976258346,0.23366223679605
"taxonomy_term","cities",0,83,83,"und",0,53.9353,28.6434,0.80835273512447,0.58869844200302,0.49992163896574
"taxonomy_term","cities",0,84,84,"und",0,52.05183,6.05814,0.78856736103915,0.61494838572335,0.10573448954677
"taxonomy_term","cities",0,85,85,"und",0,51.8883,11.0572,0.78680900465578,0.61719655717817,0.19298454605152
"taxonomy_term","cities",0,86,86,"und",0,50.73385,4.23454,0.77421427224385,0.63292358200175,0.073906665307401
"taxonomy_term","cities",0,88,88,"und",0,53.57532,10.01534,0.80463810913346,0.59376553733787,0.17480065870669
"taxonomy_term","cities",0,89,89,"und",0,51.68033,7.82089,0.78456355026688,0.62004841391026,0.1365002809363
"taxonomy_term","cities",0,90,90,"und",0,50.13155,8.92082,0.7675182506129,0.64102709379254,0.15569768097776
"taxonomy_term","cities",0,91,91,"und",0,52.37052,9.73322,0.79197560473715,0.61055273441467,0.16987673582096
"taxonomy_term","cities",0,93,93,"und",0,48.35149,8.96317,0.74723570329353,0.66455910476302,0.15643682791598
"taxonomy_term","cities",0,94,94,"und",0,49.7618,9.70803,0.76336552208705,0.64596677909066,0.16943708738239
"taxonomy_term","cities",0,95,95,"und",0,52.15077,9.95112,0.78962809534193,0.61358574873173,0.17367980826106
"taxonomy_term","cities",0,96,96,"und",0,50.4,11.8167,0.77051324277579,0.63742398974869,0.20624032172041
"taxonomy_term","cities",0,97,97,"und",0,47.36714,9.70692,0.73570876743076,0.67729802120301,0.16941771422769
"taxonomy_term","cities",0,99,99,"und",0,49.16374,26.58394,0.75658138268589,0.65389954226403,0.46397728115262
"taxonomy_term","cities",0,101,101,"und",0,47,20,0.73135370161917,0.6819983600625,0.34906585039887
"taxonomy_term","cities",0,102,102,"und",0,50.85691,-97.06456,0.7755718801008,0.63125926432561,-1.6940961589996
"taxonomy_term","cities",0,103,103,"und",0,50.9326,11.58678,0.7764051216713,0.63023415255171,0.20222746070423
"taxonomy_term","cities",0,105,105,"und",0,31.75,35,0.52621392365187,0.85035222499556,0.61086523819802
"taxonomy_term","cities",0,106,106,"und",0,51.68307,12.29992,0.78459320133833,0.62001089378629,0.2146741017319
